id,city,amount,card_type,status,time
51,karaj,1463119.0,visa,fail,2025-09-12 21:23:00
11,ahvaz,200000.0,visa,fail,2025-09-23 08:08:00
17,mashhad,976246.0,mastercard,success,2025-09-20 02:24:00
70,tehran,774681.0,amex,success,2025-09-03 18:12:00
73,karaj,1578078.0,visa,success,2025-09-05 02:30:00
69,tabriz,205000.0,visa,fail,2025-09-19 02:24:00
84,tabriz,1000.0,mastercard,fail,2025-09-07 02:30:00
85,tehran,419089.0,mastercard,success,2025-09-09 14:02:00
27,qom,100.5,discover,fail,2025-09-14 13:10:00
8,isfahan,1578078.0,visa,success,2025-09-18 03:27:00
85,shiraz,1427657.0,amex,success,2025-09-26 16:40:00
70,qom,1768588.0,visa,fail,2025-09-02 06:30:00
3,tabriz,555555.0,visa,success,2025-09-20 11:11:00
73,shiraz,205000.0,discover,success,2025-09-15 07:07:00
7,isfahan,419089.0,mastercard,fail,2025-09-28 13:10:00
60,tabriz,914465.0,mastercard,fail,2025-09-07 06:06:00
4,shiraz,545116.0,visa,success,2025-09-12 23:59:00
5,tehran,976246.0,visa,fail,2025-09-29 21:23:00
64,qom,585954.0,mastercard,success,2025-09-03 05:23:00
99,mashhad,583952.0,visa,fail,2025-09-14 07:08:00
13,tehran,1883871.0,visa,fail,2025-09-17 01:51:00
7,qom,100.5,visa,fail,2025-09-04 05:23:00
56,mashhad,583952.0,mastercard,fail,2025-09-08 14:00:00
50,karaj,1578078.0,mastercard,success,2025-09-02 17:07:00
30,tehran,99999.0,mastercard,fail,2025-09-30 04:04:00
25,tehran,1000.0,mastercard,success,2025-09-22 02:54:00
84,mashhad,1387769.0,amex,success,2025-09-04 03:27:00
67,tehran,1782689.0,visa,fail,2025-09-29 16:16:00
65,ahvaz,1472823.0,visa,fail,2025-09-26 14:11:00
15,karaj,1578078.0,discover,success,2025-09-12 09:45:00
91,karaj,100.5,mastercard,success,2025-09-02 16:40:00
67,tehran,585954.0,mastercard,success,2025-09-10 02:20:00
40,tabriz,177050.0,visa,fail,2025-09-30 09:09:00
99,tehran,1578078.0,mastercard,fail,2025-09-04 14:00:00
69,shiraz,1427657.0,amex,success,2025-09-14 23:59:00
77,tabriz,585954.0,unknown,fail,2025-09-15 22:27:00
43,tabriz,99999.0,discover,fail,2025-09-08 23:17:00
22,tehran,1427657.0,visa,success,2025-09-23 19:29:00
62,karaj,343679.0,discover,success,2025-09-28 02:37:00
79,karaj,1782689.0,mastercard,fail,2025-09-25 19:40:00
26,isfahan,1782689.0,visa,success,2025-09-30 13:10:00
18,karaj,555555.0,amex,fail,2025-09-08 11:11:00
48,ahvaz,12345.0,visa,fail,2025-09-21 03:27:00
9,ahvaz,333333.0,visa,fail,2025-09-16 07:08:00
1,karaj,200000.0,mastercard,success,2025-09-13 10:48:00
9,tehran,914465.0,mastercard,fail,2025-09-18 02:24:00
23,shiraz,250000.0,visa,success,2025-09-15 09:45:00
45,mashhad,471227.0,unknown,success,2025-09-21 13:10:00
2,tehran,1463119.0,visa,success,2025-09-24 15:45:00
14,shiraz,1427657.0,visa,success,2025-09-26 07:07:00
38,shiraz,100000.0,visa,success,2025-09-25 21:23:00
40,unknown,100.5,visa,success,2025-09-28 04:40:00
63,tehran,583952.0,visa,fail,2025-09-28 23:59:00
16,shiraz,333333.0,mastercard,success,2025-09-13 00:00:00
6,tehran,555555.0,discover,fail,2025-09-15 11:11:00
3,qom,452545.0,visa,fail,2025-09-13 06:06:00
14,tehran,100.5,discover,fail,2025-09-01 16:40:00
97,tehran,205000.0,mastercard,fail,2025-09-07 18:12:00
75,tehran,343679.0,mastercard,fail,2025-09-24 08:08:00
87,tehran,177050.0,mastercard,fail,2025-09-01 09:09:00
31,tehran,774681.0,mastercard,success,2025-09-08 16:40:00
33,tabriz,100.5,visa,success,2025-09-24 16:40:00
89,shiraz,1000.0,visa,fail,2025-09-11 23:17:00
1,isfahan,120000.0,mastercard,fail,2025-09-19 02:37:00
44,mashhad,850000.0,visa,fail,2025-09-17 16:40:00
15,tehran,412308.0,visa,fail,2025-09-08 22:27:00
37,isfahan,5000.0,mastercard,success,2025-09-03 02:37:00
27,isfahan,545116.0,discover,success,2025-09-03 03:27:00
48,karaj,419089.0,mastercard,fail,2025-09-01 02:37:00
12,tehran,100000.0,visa,success,2025-09-05 16:40:00
67,tehran,1305967.0,mastercard,fail,2025-09-10 02:20:00
88,tabriz,419089.0,amex,fail,2025-09-09 21:21:00
66,qom,976246.0,mastercard,fail,2025-09-28 00:00:00
34,shiraz,1158713.0,mastercard,success,2025-09-09 10:48:00
39,tehran,914465.0,discover,fail,2025-09-12 19:51:00
97,karaj,1768588.0,mastercard,success,2025-09-02 10:48:00
43,tabriz,452545.0,discover,success,2025-09-01 04:15:00
43,tehran,300000.0,visa,fail,2025-09-16 12:34:00
3,ahvaz,1768588.0,mastercard,success,2025-09-23 22:27:00
46,karaj,1427657.0,amex,success,2025-09-30 18:00:00
32,tehran,120000.0,visa,fail,2025-09-24 00:00:00
43,mashhad,200000.0,visa,fail,2025-09-05 07:32:00
3,tehran,914282.0,amex,fail,2025-09-12 02:30:00
40,qom,471227.0,amex,fail,2025-09-27 07:32:00
18,tehran,177050.0,discover,success,2025-09-03 12:12:00
67,isfahan,850000.0,amex,fail,2025-09-01 09:09:00
62,tehran,914465.0,mastercard,success,2025-09-03 23:59:00
10,isfahan,250000.0,amex,success,2025-09-05 02:37:00
52,shiraz,250000.0,visa,success,2025-09-15 23:59:00
73,isfahan,976246.0,visa,success,2025-09-14 02:30:00
46,isfahan,900000.0,mastercard,success,2025-09-03 21:10:00
46,karaj,250000.0,amex,fail,2025-09-05 05:56:00
75,mashhad,12345.0,amex,fail,2025-09-26 19:19:00
60,qom,1883871.0,visa,fail,2025-09-23 21:21:00
98,shiraz,850000.0,visa,success,2025-09-14 07:08:00
26,tehran,250000.0,mastercard,success,2025-09-07 02:37:00
27,tehran,300000.0,amex,success,2025-09-27 01:51:00
38,shiraz,585954.0,visa,success,2025-09-09 12:44:00
22,isfahan,914282.0,discover,fail,2025-09-15 19:51:00
26,tehran,1502601.0,mastercard,fail,2025-09-15 00:00:00
87,tabriz,1578078.0,amex,fail,2025-09-26 02:37:00
69,tehran,1578078.0,mastercard,success,2025-09-10 22:27:00
35,tehran,200000.0,visa,fail,2025-09-28 00:00:00
100,tehran,914282.0,discover,success,2025-09-19 21:23:00
73,shiraz,1000.0,visa,success,2025-09-07 20:33:00
51,mashhad,1782689.0,amex,fail,2025-09-17 10:48:00
18,qom,419089.0,discover,fail,2025-09-20 20:33:00
12,mashhad,1158713.0,discover,success,2025-09-04 21:23:00
3,ahvaz,443463.0,mastercard,fail,2025-09-30 10:48:00
82,tabriz,120000.0,visa,fail,2025-09-05 10:05:00
98,tehran,1472823.0,mastercard,fail,2025-09-07 12:34:00
6,tehran,419089.0,amex,success,2025-09-13 23:17:00
45,tehran,650000.0,amex,success,2025-09-11 09:00:00
51,tehran,1578078.0,mastercard,fail,2025-09-13 18:45:00
9,tehran,585954.0,discover,fail,2025-09-07 11:11:00
100,isfahan,200000.0,visa,fail,2025-09-27 02:54:00
23,tehran,583952.0,mastercard,success,2025-09-19 12:44:00
12,ahvaz,1463119.0,visa,success,2025-09-22 11:11:00
89,ahvaz,177050.0,visa,fail,2025-09-28 07:32:00
81,karaj,100.5,visa,fail,2025-09-21 23:59:00
7,tehran,1502601.0,discover,success,2025-09-06 19:40:00
50,karaj,200000.0,visa,success,2025-09-28 14:11:00
24,karaj,419089.0,discover,fail,2025-09-12 22:27:00
2,tabriz,200000.0,mastercard,fail,2025-09-12 00:00:00
93,tehran,914465.0,visa,success,2025-09-30 02:30:00
83,tehran,50200.0,mastercard,success,2025-09-30 10:05:00
33,tehran,976246.0,visa,fail,2025-09-11 21:21:00
21,qom,200000.0,discover,success,2025-09-26 03:27:00
74,shiraz,177050.0,mastercard,fail,2025-09-23 21:23:00
45,tabriz,850000.0,visa,success,2025-09-07 14:02:00
9,tehran,443463.0,visa,success,2025-09-30 14:11:00
6,tehran,99999.0,mastercard,fail,2025-09-01 02:30:00
82,tehran,1463119.0,mastercard,success,2025-09-27 04:04:00
53,mashhad,976246.0,visa,success,2025-09-30 10:05:00
19,tabriz,63489.0,mastercard,success,2025-09-25 02:30:00
69,tehran,177050.0,visa,success,2025-09-20 10:05:00
25,ahvaz,650000.0,visa,success,2025-09-13 19:29:00
11,mashhad,120000.0,amex,fail,2025-09-09 11:11:00
74,tabriz,650000.0,mastercard,fail,2025-09-03 14:11:00
36,mashhad,471227.0,visa,success,2025-09-06 05:23:00
96,tehran,412308.0,mastercard,fail,2025-09-27 10:48:00
97,tabriz,1305967.0,discover,success,2025-09-09 05:56:00
21,karaj,914282.0,visa,success,2025-09-30 10:05:00
18,karaj,583952.0,visa,fail,2025-09-05 14:11:00
60,tehran,900000.0,visa,success,2025-09-01 00:00:00
18,mashhad,1768588.0,mastercard,success,2025-09-19 03:00:00
1,tehran,419089.0,discover,success,2025-09-10 12:12:00
14,isfahan,1578078.0,visa,fail,2025-09-12 19:19:00
8,karaj,177050.0,visa,fail,2025-09-24 03:27:00
66,tabriz,343679.0,amex,fail,2025-09-15 02:30:00
51,tehran,443463.0,mastercard,fail,2025-09-27 05:23:00
79,mashhad,850000.0,visa,success,2025-09-22 02:37:00
36,ahvaz,1768588.0,mastercard,success,2025-09-20 12:12:00
62,karaj,443463.0,visa,fail,2025-09-17 08:08:00
1,karaj,200000.0,mastercard,success,2025-09-30 14:30:00
42,qom,200000.0,visa,success,2025-09-26 13:13:00
1,isfahan,123456.0,amex,fail,2025-09-20 14:11:00
97,tehran,976246.0,amex,fail,2025-09-12 20:33:00
54,tehran,1502601.0,mastercard,success,2025-09-07 14:00:00
47,ahvaz,452545.0,unknown,success,2025-09-02 14:30:00
30,mashhad,343679.0,visa,fail,2025-09-17 05:56:00
7,isfahan,471227.0,visa,success,2025-09-05 09:09:00
22,mashhad,50200.0,visa,success,2025-09-17 12:12:00
50,tabriz,1472823.0,amex,fail,2025-09-24 20:20:00
45,tehran,250000.0,mastercard,fail,2025-09-17 18:12:00
74,ahvaz,914282.0,visa,success,2025-09-27 02:20:00
72,ahvaz,333333.0,mastercard,fail,2025-09-17 21:21:00
92,isfahan,5000.0,visa,success,2025-09-02 20:20:00
10,tehran,914465.0,mastercard,fail,2025-09-02 12:12:00
14,karaj,471227.0,discover,success,2025-09-28 11:11:00
46,isfahan,120000.0,mastercard,success,2025-09-22 07:08:00
75,tehran,250000.0,visa,success,2025-09-23 23:59:00
6,ahvaz,850000.0,visa,fail,2025-09-05 10:05:00
21,tehran,450000.0,amex,fail,2025-09-01 10:48:00
62,qom,585954.0,visa,fail,2025-09-01 14:02:00
89,mashhad,300000.0,discover,fail,2025-09-02 19:51:00
82,tabriz,123456.0,visa,fail,2025-09-21 10:48:00
100,tabriz,774681.0,mastercard,success,2025-09-12 20:20:00
62,ahvaz,1768588.0,mastercard,fail,2025-09-26 21:21:00
83,tehran,471227.0,visa,success,2025-09-06 23:59:00
53,ahvaz,343679.0,mastercard,success,2025-09-23 01:01:00
56,tehran,976246.0,mastercard,fail,2025-09-23 14:11:00
62,unknown,343679.0,mastercard,success,2025-09-11 02:37:00
34,shiraz,250000.0,mastercard,success,2025-09-24 07:32:00
22,isfahan,545116.0,amex,fail,2025-09-27 05:56:00
68,mashhad,1463119.0,amex,fail,2025-09-17 10:05:00
57,tabriz,250000.0,visa,fail,2025-09-06 19:40:00
10,tehran,100000.0,mastercard,success,2025-09-24 15:45:00
66,qom,63489.0,visa,fail,2025-09-05 14:11:00
8,ahvaz,1578078.0,mastercard,success,2025-09-20 12:34:00
98,tabriz,177050.0,visa,fail,2025-09-02 11:11:00
38,isfahan,976246.0,discover,success,2025-09-06 06:30:00
28,tehran,1782689.0,visa,success,2025-09-11 14:55:00
10,tehran,333333.0,discover,success,2025-09-16 21:21:00
65,tehran,1782689.0,visa,fail,2025-09-01 11:11:00
99,tehran,650000.0,amex,fail,2025-09-09 02:54:00
67,shiraz,177050.0,visa,fail,2025-09-28 09:00:00
9,shiraz,412308.0,visa,fail,2025-09-27 21:23:00
5,isfahan,452545.0,visa,success,2025-09-06 06:06:00
10,mashhad,1427657.0,discover,fail,2025-09-16 00:00:00
12,tehran,100000.0,visa,fail,2025-09-29 23:59:00
58,tabriz,914282.0,visa,success,2025-09-20 12:44:00
21,mashhad,914465.0,visa,fail,2025-09-28 19:29:00
65,qom,1472823.0,visa,fail,2025-09-04 14:11:00
90,tabriz,419089.0,mastercard,success,2025-09-03 03:27:00
64,tabriz,12345.0,visa,fail,2025-09-19 14:55:00
49,tehran,555555.0,visa,success,2025-09-20 19:51:00
72,tehran,471227.0,mastercard,fail,2025-09-07 07:08:00
73,mashhad,200000.0,mastercard,fail,2025-09-09 03:00:00
70,mashhad,100.5,mastercard,success,2025-09-08 19:51:00
21,tehran,63489.0,visa,fail,2025-09-07 17:17:00
7,isfahan,914282.0,visa,fail,2025-09-18 10:48:00
7,shiraz,443463.0,visa,success,2025-09-08 11:11:00
27,karaj,850000.0,visa,success,2025-09-01 02:37:00
8,shiraz,123456.0,mastercard,fail,2025-09-11 13:10:00
73,tehran,100.5,discover,success,2025-09-28 02:30:00
28,tabriz,1578078.0,visa,fail,2025-09-25 11:11:00
71,tehran,976246.0,mastercard,fail,2025-09-23 11:11:00
87,qom,1768588.0,mastercard,success,2025-09-03 18:12:00
10,tehran,1463119.0,visa,fail,2025-09-07 01:01:00
33,qom,914282.0,visa,fail,2025-09-28 21:10:00
7,tehran,900000.0,visa,success,2025-09-16 13:13:00
3,shiraz,99999.0,visa,success,2025-09-26 10:48:00
44,karaj,1158713.0,discover,fail,2025-09-25 04:40:00
61,isfahan,1578078.0,visa,fail,2025-09-28 20:33:00
13,mashhad,100.5,amex,fail,2025-09-02 07:08:00
16,tehran,100000.0,discover,success,2025-09-01 20:33:00
80,tabriz,1578078.0,mastercard,fail,2025-09-16 19:51:00
5,tehran,471227.0,amex,success,2025-09-30 21:10:00
50,isfahan,1883871.0,visa,fail,2025-09-05 19:40:00
38,mashhad,585954.0,amex,fail,2025-09-27 04:15:00
63,mashhad,419089.0,visa,fail,2025-09-09 19:51:00
48,mashhad,914465.0,visa,success,2025-09-09 23:17:00
91,qom,1050805.0,amex,fail,2025-09-03 16:16:00
59,tehran,583952.0,discover,success,2025-09-19 14:11:00
44,tehran,1782689.0,mastercard,fail,2025-09-16 12:44:00
91,ahvaz,200000.0,visa,success,2025-09-03 13:13:00
55,karaj,343679.0,discover,fail,2025-09-24 07:08:00
8,isfahan,1502601.0,mastercard,success,2025-09-24 03:00:00
87,tehran,343679.0,visa,fail,2025-09-20 12:44:00
53,tabriz,900000.0,mastercard,success,2025-09-11 03:27:00
58,tehran,914465.0,visa,fail,2025-09-17 09:00:00
37,karaj,99999.0,discover,fail,2025-09-08 07:07:00
67,mashhad,343679.0,discover,success,2025-09-06 01:01:00
19,karaj,914465.0,discover,fail,2025-09-08 16:40:00
29,tehran,120000.0,visa,fail,2025-09-30 12:44:00
88,tehran,1463119.0,unknown,success,2025-09-03 14:11:00
33,mashhad,1463119.0,visa,success,2025-09-16 12:34:00
52,karaj,914465.0,discover,success,2025-09-30 10:05:00
41,tabriz,555555.0,visa,success,2025-09-25 09:45:00
23,tabriz,1387769.0,discover,fail,2025-09-03 08:59:00
5,isfahan,450000.0,visa,success,2025-09-25 07:08:00
57,mashhad,5000.0,visa,success,2025-09-18 10:48:00
6,mashhad,100.5,mastercard,fail,2025-09-14 08:59:00
22,tabriz,774681.0,mastercard,success,2025-09-02 19:51:00
77,tehran,471227.0,visa,fail,2025-09-22 23:17:00
76,tabriz,177050.0,amex,fail,2025-09-03 07:08:00
4,qom,914282.0,mastercard,success,2025-09-16 02:24:00
72,tehran,450000.0,discover,fail,2025-09-29 12:44:00
37,tehran,63489.0,amex,fail,2025-09-04 07:32:00
31,unknown,555555.0,mastercard,success,2025-09-01 23:59:00
45,tehran,200000.0,unknown,success,2025-09-01 04:15:00
91,tabriz,1578078.0,discover,success,2025-09-14 08:08:00
8,tabriz,583952.0,mastercard,success,2025-09-21 14:00:00
40,shiraz,63489.0,amex,success,2025-09-16 10:05:00
98,mashhad,250000.0,mastercard,fail,2025-09-20 10:05:00
94,ahvaz,583952.0,amex,fail,2025-09-24 13:13:00
5,karaj,1768588.0,visa,success,2025-09-08 03:27:00
28,tabriz,5000.0,visa,success,2025-09-07 15:45:00
81,ahvaz,1472823.0,visa,fail,2025-09-03 04:15:00
88,karaj,1000.0,visa,fail,2025-09-17 10:48:00
9,qom,1463119.0,mastercard,fail,2025-09-01 23:59:00
63,ahvaz,1782689.0,discover,fail,2025-09-12 13:13:00
97,qom,250000.0,visa,success,2025-09-27 15:45:00
51,tehran,1782689.0,mastercard,success,2025-09-19 09:09:00
31,qom,1502601.0,mastercard,fail,2025-09-22 07:07:00
7,mashhad,200000.0,mastercard,fail,2025-09-23 04:40:00
30,isfahan,452545.0,amex,success,2025-09-22 04:15:00
3,tehran,1768588.0,visa,fail,2025-09-30 07:32:00
10,shiraz,333333.0,visa,fail,2025-09-19 16:16:00
61,mashhad,452545.0,visa,fail,2025-09-22 02:54:00
50,tabriz,1883871.0,visa,success,2025-09-08 02:30:00
57,shiraz,1502601.0,mastercard,fail,2025-09-30 21:23:00
38,karaj,650000.0,discover,success,2025-09-01 08:59:00
62,isfahan,1578078.0,unknown,fail,2025-09-28 19:51:00
79,karaj,914465.0,discover,success,2025-09-15 21:21:00
90,tehran,443463.0,amex,fail,2025-09-01 14:30:00
70,qom,123456.0,discover,success,2025-09-05 17:17:00
82,shiraz,1305967.0,amex,success,2025-09-28 21:23:00
62,shiraz,120000.0,unknown,fail,2025-09-16 09:45:00
56,tehran,200000.0,visa,fail,2025-09-19 16:40:00
67,karaj,99999.0,visa,success,2025-09-04 02:20:00
17,isfahan,100000.0,mastercard,fail,2025-09-03 04:15:00
60,tabriz,900000.0,visa,fail,2025-09-17 04:40:00
40,mashhad,177050.0,mastercard,fail,2025-09-12 09:45:00
90,karaj,976246.0,visa,fail,2025-09-30 05:56:00
62,mashhad,343679.0,discover,fail,2025-09-29 16:40:00
41,tabriz,333333.0,visa,fail,2025-09-14 04:40:00
12,mashhad,1387769.0,mastercard,success,2025-09-21 00:00:00
94,karaj,471227.0,visa,fail,2025-09-06 20:33:00
90,qom,333333.0,visa,fail,2025-09-09 13:13:00
94,tabriz,450000.0,visa,success,2025-09-05 20:33:00
78,tehran,1387769.0,discover,success,2025-09-14 10:48:00
46,qom,900000.0,discover,success,2025-09-21 12:44:00
61,isfahan,5000.0,amex,fail,2025-09-28 04:15:00
17,tabriz,1782689.0,discover,fail,2025-09-01 14:55:00
66,shiraz,583952.0,discover,fail,2025-09-20 10:48:00
72,tehran,1883871.0,mastercard,success,2025-09-29 12:12:00
36,shiraz,914282.0,discover,fail,2025-09-21 09:45:00
7,shiraz,1472823.0,amex,fail,2025-09-01 09:00:00
14,tehran,123456.0,mastercard,fail,2025-09-18 12:12:00
80,tehran,1463119.0,discover,success,2025-09-25 11:11:00
25,tehran,177050.0,discover,fail,2025-09-10 19:51:00
29,mashhad,1578078.0,discover,fail,2025-09-26 19:29:00
56,tehran,471227.0,discover,fail,2025-09-03 17:07:00
6,tehran,545116.0,amex,success,2025-09-08 14:00:00
1,tehran,850000.0,visa,fail,2025-09-14 14:02:00
39,tehran,1782689.0,mastercard,fail,2025-09-24 19:40:00
1,tehran,123456.0,mastercard,fail,2025-09-18 19:51:00
63,tehran,100.5,visa,fail,2025-09-15 05:56:00
57,ahvaz,419089.0,visa,success,2025-09-22 02:54:00
67,tehran,100000.0,mastercard,fail,2025-09-23 20:20:00
65,mashhad,5000.0,amex,fail,2025-09-02 04:40:00
65,ahvaz,100.5,amex,success,2025-09-27 13:13:00
30,tehran,1463119.0,mastercard,fail,2025-09-02 19:40:00
97,tehran,419089.0,amex,success,2025-09-26 08:08:00
33,tehran,177050.0,mastercard,fail,2025-09-17 02:37:00
54,tehran,1782689.0,mastercard,fail,2025-09-11 02:20:00
4,tehran,471227.0,mastercard,success,2025-09-22 19:19:00
44,tehran,333333.0,visa,fail,2025-09-29 05:56:00
90,mashhad,471227.0,visa,success,2025-09-10 21:23:00
12,unknown,1782689.0,unknown,fail,2025-09-23 06:06:00
81,tehran,452545.0,discover,success,2025-09-26 02:24:00
74,isfahan,1158713.0,visa,fail,2025-09-18 02:37:00
52,karaj,1463119.0,mastercard,success,2025-09-24 20:33:00
94,isfahan,99999.0,amex,success,2025-09-13 13:13:00
76,tehran,900000.0,mastercard,success,2025-09-28 02:30:00
65,mashhad,120000.0,amex,success,2025-09-07 20:33:00
10,tehran,774681.0,discover,success,2025-09-25 12:34:00
47,qom,99999.0,visa,fail,2025-09-13 06:06:00
49,shiraz,471227.0,visa,fail,2025-09-01 19:51:00
72,mashhad,200000.0,amex,success,2025-09-08 00:00:00
87,tehran,650000.0,discover,success,2025-09-16 13:13:00
26,shiraz,774681.0,mastercard,fail,2025-09-14 12:34:00
91,shiraz,200000.0,amex,success,2025-09-12 23:17:00
9,shiraz,914282.0,visa,fail,2025-09-19 22:27:00
96,tehran,900000.0,mastercard,success,2025-09-15 07:08:00
63,isfahan,250000.0,mastercard,fail,2025-09-28 14:55:00
14,isfahan,120000.0,visa,success,2025-09-02 10:05:00
33,isfahan,900000.0,discover,success,2025-09-23 19:19:00
71,ahvaz,555555.0,visa,success,2025-09-22 18:12:00
24,tehran,471227.0,discover,success,2025-09-19 19:51:00
73,karaj,63489.0,mastercard,success,2025-09-25 09:09:00
75,mashhad,1000.0,discover,fail,2025-09-26 06:06:00
88,isfahan,412308.0,discover,fail,2025-09-30 23:59:00
35,isfahan,177050.0,amex,fail,2025-09-26 11:11:00
36,isfahan,1387769.0,amex,success,2025-09-22 21:23:00
93,shiraz,1387769.0,visa,fail,2025-09-17 20:33:00
39,mashhad,976246.0,mastercard,fail,2025-09-20 00:00:00
64,shiraz,914282.0,mastercard,success,2025-09-06 14:02:00
74,tehran,1502601.0,discover,success,2025-09-15 01:01:00
57,tehran,1305967.0,visa,success,2025-09-11 19:29:00
30,tehran,914465.0,visa,success,2025-09-28 13:10:00
100,tehran,419089.0,mastercard,success,2025-09-05 18:45:00
74,tehran,1578078.0,amex,success,2025-09-01 23:17:00
67,tehran,976246.0,mastercard,fail,2025-09-21 22:27:00
15,mashhad,177050.0,mastercard,success,2025-09-12 09:00:00
17,tabriz,1387769.0,mastercard,fail,2025-09-12 04:15:00
18,karaj,200000.0,visa,success,2025-09-07 03:27:00
89,tehran,100.5,mastercard,success,2025-09-13 05:23:00
69,tehran,123456.0,amex,success,2025-09-20 21:23:00
92,tehran,100.5,amex,success,2025-09-15 19:51:00
48,tehran,976246.0,amex,fail,2025-09-03 11:11:00
30,qom,200000.0,discover,success,2025-09-23 08:08:00
44,tehran,1883871.0,amex,fail,2025-09-16 14:30:00
99,tehran,343679.0,mastercard,fail,2025-09-13 02:37:00
27,karaj,1387769.0,mastercard,fail,2025-09-18 07:08:00
97,tabriz,471227.0,mastercard,success,2025-09-19 07:07:00
68,tehran,1578078.0,discover,fail,2025-09-17 04:40:00
5,qom,443463.0,visa,fail,2025-09-24 20:20:00
53,tehran,1472823.0,visa,fail,2025-09-19 14:00:00
8,mashhad,914465.0,mastercard,success,2025-09-28 18:12:00
22,mashhad,555555.0,mastercard,fail,2025-09-26 07:08:00
7,tabriz,850000.0,mastercard,success,2025-09-23 01:01:00
22,isfahan,300000.0,unknown,fail,2025-09-26 14:55:00
46,qom,471227.0,discover,success,2025-09-05 14:11:00
30,tehran,471227.0,amex,fail,2025-09-26 08:59:00
16,qom,100.5,amex,fail,2025-09-21 18:00:00
79,tehran,343679.0,visa,fail,2025-09-30 12:12:00
5,tehran,1502601.0,discover,success,2025-09-23 17:07:00
67,tehran,1000.0,mastercard,success,2025-09-09 10:05:00
23,isfahan,1158713.0,visa,success,2025-09-12 23:59:00
61,tabriz,1782689.0,mastercard,fail,2025-09-21 14:02:00
5,tehran,177050.0,visa,success,2025-09-26 01:51:00
23,ahvaz,419089.0,visa,fail,2025-09-26 06:30:00
82,isfahan,63489.0,visa,success,2025-09-15 00:00:00
25,ahvaz,471227.0,amex,success,2025-09-02 02:37:00
8,tehran,585954.0,amex,fail,2025-09-30 17:17:00
2,karaj,1463119.0,visa,fail,2025-09-25 11:11:00
22,tehran,585954.0,visa,fail,2025-09-08 21:10:00
72,tabriz,100.5,visa,fail,2025-09-13 18:12:00
88,isfahan,177050.0,visa,success,2025-09-21 07:08:00
72,tehran,583952.0,visa,fail,2025-09-16 22:27:00
68,tabriz,50200.0,mastercard,fail,2025-09-29 12:12:00
95,tabriz,205000.0,discover,fail,2025-09-05 12:12:00
19,tabriz,200000.0,amex,fail,2025-09-22 02:20:00
88,karaj,1463119.0,visa,fail,2025-09-29 05:56:00
82,karaj,1305967.0,visa,fail,2025-09-23 19:51:00
53,mashhad,976246.0,visa,success,2025-09-03 23:17:00
94,tehran,123456.0,mastercard,fail,2025-09-12 03:27:00
88,tabriz,900000.0,mastercard,fail,2025-09-26 06:06:00
52,ahvaz,1387769.0,visa,fail,2025-09-19 16:40:00
47,isfahan,1578078.0,visa,fail,2025-09-05 23:59:00
54,tehran,412308.0,visa,fail,2025-09-25 16:16:00
44,tehran,419089.0,visa,fail,2025-09-29 03:27:00
