,color-count,Product_Title,selling_proposition,Final_Amount,discount,rank-title,rank-sub,Org_Amount
582,5.0,Men Cartoon Printed Casual Commuting T-Shirt With Round Neck For Summer,300.0,300.2,66.0,Unranked(New),Simple Menswear,882.9411764705883
583,4.0,"Men Solid Color Drawstring Patchwork Shorts With Pockets, Summer Casual Shorts",0.0,996.5500000000001,7.0,#10 Best Seller,in Khaki Men Shorts,1071.5591397849462
584,0.0,Men Slant Pocket Slim Straight Jeans,6800.0,1965.5500000000002,7.0,Unranked(New),Simple Menswear,2113.4946236559144
585,0.0,Men Summer Casual Drawstring Waist American Flag Printed Shorts,0.0,698.25,32.0,#6 Best Seller,in Plants Men Bottoms,1026.8382352941176
586,0.0,Men's Round Neck Casual/Office Style T-Shirt With Deer Head Print,200.0,705.85,20.0,Unranked(New),Simple Menswear,882.3125
587,7.0,Manfinity Hypemode Men Flap Pocket Drawstring Waist Pants,0.0,1680.5500000000002,6.0,#10 Best Seller,in Street Men Pants,1787.8191489361704
588,7.0,DAZY Men Solid Round Neck Tee,400.0,266.0,70.0,Unranked(New),Simple Menswear,886.6666666666666
589,0.0,Men Casual Fashion Color Block Jacquard Knitted Short Sleeve T-Shirt,300.0,1319.55,7.0,Unranked(New),Simple Menswear,1418.8709677419354
590,4.0,Manfinity RSRT Men Graphic Print Shirt & Shorts Set,4400.0,1737.55,7.0,Unranked(New),Simple Menswear,1868.3333333333333
591,0.0,Manfinity Homme Men Drawstring Waist Slant Pocket Pants,400.0,1167.55,6.0,Unranked(New),Simple Menswear,1242.0744680851064
592,6.0,Men's Drawstring Waist Flip Pocket Cargo Pants,0.0,1319.55,7.0,#7 Best Seller,in Letter Men Pants,1418.8709677419354
593,8.0,Manfinity Modomio Loose-Fit Men's Notched Neck Top & Drawstring Waist Pants,0.0,2440.55,7.0,#8 Best Seller,in Short Sleeve Men Polo Co-ords,2624.247311827957
594,7.0,ROMWE Street Life Men Slogan & Skeleton Print Drop Shoulder Tee,1500.0,455.05,49.0,Unranked(New),Simple Menswear,892.2549019607843
595,0.0,Manfinity Homme Men Slogan Graphic Tee,900.0,683.0500000000001,20.0,Unranked(New),Simple Menswear,853.8125
596,6.0,Men's Round Neck Letter Print Casual Commute T-Shirt,200.0,705.85,20.0,Unranked(New),Simple Menswear,882.3125
597,4.0,Manfinity Homme Men T-Shirts Fit V Neck Short Sleeve Henley Colorblock Casual Simple Summer Polyester,500.0,987.0500000000001,13.0,Unranked(New),Simple Menswear,1134.5402298850574
598,0.0,DAZY Men Stylish Solid Color Printed Label Adhesive Summer Short Sleeve T-Shirt,300.0,1367.05,13.0,Unranked(New),Simple Menswear,1571.3218390804598
599,7.0,Manfinity EMRG Men's Zipper Design Drawstring Waist Summer Shorts Cargo Plain Cream Street Wear,0.0,1167.55,13.0,#6 Best Seller,in Patched Men Bottoms,1342.0114942528735
600,4.0,Manfinity RSRT Loose Fit Men's Geometric Print Drawstring Shorts,0.0,874.95,18.0,#3 Best Seller,in All Over Print Men Shorts,1067.0121951219512
601,5.0,Manfinity Mode Men's Color-Block Striped Polo Shirt With Eagle Embroidery,0.0,1034.55,14.0,#6 Best Seller,in Polyester Men Tops,1202.9651162790697
602,0.0,Manfinity Sporsity Men T-Shirts Fit Crew Neck Short Sleeve Graphic Tee Los Angeles Casual Summer Polyester,2300.0,835.05,12.0,Unranked(New),Simple Menswear,948.9204545454545
603,10.0,Manfinity Hypemode Men's Letter Print Knitted Casual 2-Piece Outfit,700.0,1642.55,14.0,Unranked(New),Simple Menswear,1909.9418604651162
604,0.0,TEENAGE MUTANT NINJA TURTLES X SHEIN Men's Casual Oversized Back Cool Cartoon Pattern Loose T-Shirt With Drop Shoulders For Summer,700.0,1044.05,13.0,Unranked(New),Simple Menswear,1200.057471264368
605,9.0,Manfinity Homme Men'S Solid Color Stand Collar Casual Polo Shirt,4800.0,930.05,13.0,Unranked(New),Simple Menswear,1069.0229885057472
606,0.0,"Manfinity ResortEase Men's Plus-Size Palm Tree Printed Short Sleeve Casual Shirt, Beach Vacation Style",0.0,1329.05,7.0,Unranked(New),Simple Menswear,1429.0860215053763
607,0.0,Manfinity RSRT Men Random Print Shirt Without Tee,3100.0,1015.55,7.0,Unranked(New),Simple Menswear,1091.989247311828
608,0.0,Men Pineapple Print Tee,1100.0,664.0500000000001,0.0,Unranked(New),Simple Menswear,664.05
609,11.0,Men's Fashionable Distressed & Frayed Denim Shorts,1100.0,1547.55,7.0,Unranked(New),Simple Menswear,1664.032258064516
610,0.0,Manfinity RSRT Men Hollow Out Shirt,0.0,1120.05,6.0,#6 Best Seller,in Black Men Shirts,1191.5425531914893
611,4.0,Manfinity Swimmode Men Drawstring Waist 2 In 1 Swim Trunks,2000.0,1262.55,6.0,Unranked(New),Simple Menswear,1343.1382978723404
612,0.0,ROMWE Street Life Men Cotton Planet & Slogan Graphic Tee,5000.0,1110.55,13.0,Unranked(New),Simple Menswear,1276.4942528735633
613,0.0,Manfinity LEGND Men Camo Printed Denim Shorts With Pockets And Button Closure,0.0,2425.35,8.0,#1 Best Seller,in All Over Print Men Denim,2636.25
614,6.0,"Men Fashionable Casual Gradient Color Seagull Print T-Shirt, Versatile Style",0.0,844.5500000000001,7.0,#8 Best Seller,in Polyester Men T-Shirts,908.1182795698925
615,6.0,Manfinity Homme Men'S Solid Color Short Sleeve Polo Shirt,2100.0,1137.15,14.0,Unranked(New),Simple Menswear,1322.2674418604654
616,0.0,DAZY Men's Summer Letter Printed Round Neck Short Sleeve Casual T-Shirt,0.0,1072.55,13.0,Unranked(New),Simple Menswear,1232.816091954023
617,5.0,Manfinity Hypemode Men Japanese Letter & Floral Print Tee & Drawstring Waist Shorts,0.0,1500.05,13.0,#10 Best Seller,in Floral Men Co-ords,1724.1954022988505
618,4.0,Manfinity Homme Oversized Men's Moon And Planet Print Hoodie,0.0,1186.55,13.0,#7 Best Seller,in Knitted Fabric Men Hoodies,1363.8505747126437
